pincode,city,delivery_model,platform,zone_type,weekly_earnings,deliveries_per_day,is_part_time,earnings_consistency,experience_months,multi_platform,cold_chain,flood_risk,heat_risk,aqi_risk,cyclone_risk,coastal_zone,seasonal_index,month,no_claim_weeks,no_claim_discount,weekly_premium,max_weekly_payout
462001,Bhopal,hyperlocal,PhonePePincode,hospital_adjacent,5576,15,0,0.834,3,1,0,0.375,0.712,0.498,0.031,0,0.579,10,0,0.0,122.4,800.0
751002,Bhubaneswar,scheduled,Tata1mg,residential,2865,18,0,0.738,28,1,1,0.581,0.695,0.358,0.765,1,0.87,6,0,0.0,45.61,430.0
600040,Chennai,hyperlocal,PhonePePincode,commercial,6428,13,0,0.529,49,0,0,0.513,0.752,0.483,0.528,0,0.825,7,0,0.0,200.04,800.0
600040,Chennai,same_day,Apollo24x7,hospital_adjacent,4979,9,0,0.925,5,0,0,0.496,0.742,0.45,0.529,0,0.617,4,0,0.0,94.47,747.0
110044,Delhi,same_day,Apollo24x7,residential,5024,9,0,0.891,44,0,1,0.851,0.925,0.975,0.064,0,0.919,7,2,0.06,108.39,754.0
400050,Mumbai,same_day,PharmEasy,commercial,4912,5,0,0.641,5,1,0,0.372,0.429,0.513,0.315,1,0.547,4,0,0.0,83.19,737.0
560034,Bengaluru,same_day,Tata1mg,residential,5829,12,0,0.762,2,0,0,0.515,0.33,0.39,0.033,0,0.748,9,0,0.0,79.1,800.0
411045,Pune,same_day,Tata1mg,residential,4620,9,0,0.689,9,0,1,0.534,0.576,0.439,0.059,0,0.934,6,0,0.0,98.57,693.0
226003,Lucknow,same_day,PharmEasy,residential,3226,7,0,0.907,3,0,0,0.571,0.79,0.768,0.034,0,0.979,8,0,0.0,92.72,484.0
600096,Chennai,same_day,PharmEasy,residential,4179,10,0,0.846,4,0,0,0.506,0.761,0.453,0.531,0,0.167,2,0,0.0,79.27,627.0
560034,Bengaluru,hyperlocal,Apollo24x7,industrial,4775,16,0,0.699,2,0,1,0.612,0.325,0.386,0.095,0,0.583,10,1,0.03,134.8,716.0
600001,Chennai,same_day,Tata1mg,commercial,4893,5,0,0.623,34,0,0,0.733,0.743,0.435,0.591,1,0.607,10,0,0.0,99.15,734.0
462016,Bhopal,same_day,Apollo24x7,commercial,3913,8,0,0.71,16,0,0,0.373,0.727,0.454,0.026,0,0.658,10,0,0.0,86.47,587.0
500008,Hyderabad,same_day,Tata1mg,residential,4009,10,0,0.761,11,0,0,0.69,0.763,0.59,0.125,0,0.367,12,1,0.03,83.88,601.0
560047,Bengaluru,hyperlocal,PhonePePincode,hospital_adjacent,5422,15,0,0.635,34,0,0,0.371,0.297,0.344,0.024,0,0.634,4,1,0.03,111.03,800.0
462003,Bhopal,scheduled,Tata1mg,residential,3537,20,0,0.606,11,0,1,0.431,0.714,0.465,0.02,0,0.15,11,2,0.06,59.49,531.0
600040,Chennai,scheduled,PharmEasy,commercial,3589,18,0,0.869,80,0,0,0.478,0.766,0.487,0.516,0,0.833,6,1,0.03,58.32,538.0
500032,Hyderabad,scheduled,PharmEasy,industrial,3047,16,0,0.961,19,0,0,0.434,0.732,0.48,0.093,0,0.336,11,0,0.0,52.69,457.0
700064,Kolkata,same_day,Tata1mg,residential,5133,6,0,0.638,18,0,0,0.933,0.658,0.777,0.468,1,0.162,11,1,0.03,93.78,770.0
641001,Coimbatore,scheduled,PharmEasy,hospital_adjacent,2717,25,0,0.441,3,0,0,0.303,0.657,0.304,0.21,0,0.95,9,0,0.0,38.61,408.0
302001,Jaipur,same_day,PharmEasy,hospital_adjacent,5416,5,0,0.664,30,0,0,0.194,0.919,0.592,0.0,0,0.57,4,0,0.0,87.39,800.0
700001,Kolkata,same_day,Tata1mg,hospital_adjacent,4280,9,0,0.946,3,0,0,0.885,0.674,0.724,0.441,1,0.199,12,2,0.06,92.34,642.0
600042,Chennai,same_day,Tata1mg,industrial,5489,9,0,0.742,6,0,0,0.881,0.77,0.532,0.6,1,0.591,10,1,0.03,96.3,800.0
400001,Mumbai,hyperlocal,Tata1mg,hospital_adjacent,4915,9,0,0.538,29,1,0,0.738,0.444,0.601,0.296,1,0.32,1,0,0.0,134.65,737.0
226001,Lucknow,same_day,Tata1mg,residential,3715,9,0,0.591,7,1,0,0.526,0.814,0.736,0.02,0,0.774,7,3,0.09,80.86,557.0
560034,Bengaluru,hyperlocal,PhonePePincode,hospital_adjacent,5498,14,0,0.944,19,0,0,0.544,0.283,0.388,0.045,0,0.816,6,3,0.09,107.54,800.0
400064,Mumbai,same_day,PharmEasy,commercial,4790,9,0,0.542,1,1,1,0.918,0.506,0.682,0.322,0,0.835,8,4,0.12,96.84,718.0
751001,Bhubaneswar,scheduled,PharmEasy,residential,4445,24,0,0.822,12,0,0,0.665,0.712,0.421,0.752,1,0.479,5,0,0.0,69.06,667.0
302003,Jaipur,scheduled,Tata1mg,residential,5651,22,0,0.651,4,1,1,0.178,0.888,0.494,0.009,0,0.782,7,2,0.06,66.22,800.0
302001,Jaipur,hyperlocal,PhonePePincode,commercial,7669,8,0,0.743,9,0,0,0.172,0.951,0.533,0.0,0,0.323,2,0,0.0,176.66,800.0
700027,Kolkata,hyperlocal,PhonePePincode,hospital_adjacent,6104,14,0,0.718,24,0,0,0.738,0.603,0.702,0.4,0,0.826,6,1,0.03,218.42,800.0
700001,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,5594,11,0,0.798,22,0,0,0.803,0.674,0.73,0.389,1,0.326,11,0,0.0,136.27,800.0
700064,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,6554,12,0,0.367,14,0,0,0.883,0.705,0.752,0.471,1,0.764,9,0,0.0,250.0,800.0
110051,Delhi,hyperlocal,PhonePePincode,hospital_adjacent,6343,16,0,0.868,39,0,1,0.711,0.874,0.939,0.08,0,0.45,5,3,0.09,232.38,800.0
700027,Kolkata,same_day,Tata1mg,residential,4908,5,0,0.653,2,1,1,0.775,0.626,0.664,0.426,0,0.212,12,1,0.03,94.18,736.0
226003,Lucknow,hyperlocal,PhonePePincode,commercial,6487,15,0,0.607,26,1,0,0.621,0.85,0.768,0.012,0,0.733,6,0,0.0,213.39,800.0
500008,Hyderabad,same_day,Tata1mg,hospital_adjacent,5373,8,0,0.892,19,0,0,0.668,0.764,0.596,0.116,0,0.436,3,0,0.0,88.85,800.0
400001,Mumbai,same_day,Tata1mg,residential,4458,11,0,0.779,6,0,0,0.729,0.458,0.608,0.288,1,0.331,11,1,0.03,88.33,669.0
751002,Bhubaneswar,scheduled,Tata1mg,hospital_adjacent,4020,18,0,0.744,17,1,0,0.594,0.688,0.383,0.724,1,0.339,3,3,0.09,59.55,603.0
462016,Bhopal,scheduled,Netmeds,commercial,3875,15,0,0.588,5,0,1,0.371,0.683,0.448,0.024,0,0.419,3,3,0.09,60.11,581.0
462001,Bhopal,same_day,Tata1mg,commercial,5233,11,0,0.369,35,1,0,0.467,0.718,0.475,0.021,0,0.17,11,2,0.06,70.37,785.0
700091,Kolkata,same_day,PharmEasy,residential,3966,10,0,0.795,2,0,1,0.728,0.653,0.681,0.376,0,0.283,1,2,0.06,98.55,595.0
110092,Delhi,scheduled,PharmEasy,hospital_adjacent,4852,20,0,0.738,35,0,1,0.719,0.883,0.953,0.026,0,0.155,3,3,0.09,64.49,728.0
751001,Bhubaneswar,scheduled,Tata1mg,hospital_adjacent,3722,19,0,0.824,2,0,0,0.64,0.704,0.426,0.792,1,0.737,8,1,0.03,71.61,558.0
226016,Lucknow,same_day,Tata1mg,residential,4470,8,0,0.576,71,1,1,0.62,0.865,0.796,0.0,0,0.36,3,0,0.0,95.94,670.0
226001,Lucknow,hyperlocal,Apollo24x7,commercial,7384,12,0,0.785,56,0,0,0.516,0.819,0.764,0.007,0,0.379,2,0,0.0,180.98,800.0
500032,Hyderabad,hyperlocal,Tata1mg,commercial,6854,17,0,0.93,7,0,0,0.46,0.674,0.48,0.124,0,0.19,12,0,0.0,173.15,800.0
110044,Delhi,same_day,PharmEasy,residential,6139,8,0,0.825,8,0,0,0.789,0.908,0.952,0.029,0,0.167,11,1,0.03,139.73,800.0
400012,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,5562,12,0,0.913,15,0,0,0.904,0.475,0.662,0.327,0,0.209,1,0,0.0,124.49,800.0
560008,Bengaluru,same_day,PharmEasy,residential,4277,8,0,0.708,4,0,0,0.594,0.264,0.43,0.004,0,0.507,5,3,0.09,73.95,642.0
380001,Ahmedabad,scheduled,Netmeds,commercial,3337,25,0,0.808,33,0,1,0.283,0.857,0.633,0.085,0,0.336,12,1,0.03,60.88,501.0
411006,Pune,same_day,Tata1mg,residential,4062,4,1,0.787,29,0,0,0.636,0.585,0.456,0.044,0,0.512,5,0,0.0,79.16,609.0
226003,Lucknow,scheduled,Netmeds,commercial,4650,23,0,0.855,6,0,0,0.69,0.853,0.778,0.037,0,0.879,6,0,0.0,65.84,698.0
411045,Pune,same_day,PharmEasy,commercial,4504,10,0,0.754,28,0,0,0.528,0.572,0.458,0.047,0,0.957,6,2,0.06,83.41,676.0
600020,Chennai,hyperlocal,Tata1mg,residential,5952,12,0,0.733,14,1,0,0.817,0.769,0.53,0.591,1,0.186,2,2,0.06,117.44,800.0
400012,Mumbai,same_day,Tata1mg,residential,4790,6,0,0.465,3,0,1,0.857,0.45,0.634,0.315,0,0.171,2,3,0.09,91.71,718.0
411001,Pune,scheduled,Netmeds,residential,4157,20,0,0.847,7,0,0,0.484,0.54,0.463,0.04,0,0.172,2,0,0.0,53.75,624.0
600001,Chennai,scheduled,Netmeds,residential,2816,18,0,0.752,8,0,0,0.722,0.723,0.516,0.566,1,0.585,4,1,0.03,38.35,422.0
400078,Mumbai,same_day,Apollo24x7,residential,4545,9,0,0.759,6,0,0,0.826,0.455,0.633,0.296,0,0.179,1,1,0.03,77.94,682.0
226001,Lucknow,same_day,Tata1mg,residential,4451,11,0,0.746,20,1,0,0.526,0.8,0.779,0.038,0,0.611,5,0,0.0,88.45,668.0
400063,Mumbai,same_day,PharmEasy,hospital_adjacent,4426,7,0,0.754,11,0,0,0.953,0.497,0.688,0.288,0,0.404,11,0,0.0,92.0,664.0
400068,Mumbai,same_day,Apollo24x7,residential,5595,11,0,0.672,49,1,0,0.733,0.453,0.588,0.265,0,0.215,1,1,0.03,79.29,800.0
110092,Delhi,hyperlocal,Apollo24x7,residential,5220,9,0,0.636,18,0,0,0.73,0.919,0.946,0.025,0,0.74,9,0,0.0,135.96,783.0
110085,Delhi,hyperlocal,Apollo24x7,hospital_adjacent,4926,16,0,0.508,16,0,0,0.38,0.933,0.941,0.043,0,0.739,8,2,0.06,137.57,739.0
380001,Ahmedabad,scheduled,PharmEasy,commercial,2426,21,0,0.862,11,0,0,0.299,0.843,0.622,0.103,0,0.698,10,1,0.03,33.57,364.0
110092,Delhi,hyperlocal,PhonePePincode,hospital_adjacent,5711,13,0,0.735,1,0,1,0.676,0.912,0.958,0.038,0,0.306,3,0,0.0,149.02,800.0
226001,Lucknow,same_day,PharmEasy,residential,4857,6,0,0.821,27,0,0,0.528,0.819,0.79,0.039,0,0.603,10,3,0.09,78.09,729.0
560011,Bengaluru,same_day,Tata1mg,hospital_adjacent,4894,7,0,0.459,1,0,1,0.464,0.261,0.387,0.063,0,0.592,5,2,0.06,95.04,734.0
560001,Bengaluru,scheduled,Netmeds,hospital_adjacent,3386,18,0,0.69,10,0,0,0.346,0.27,0.374,0.029,0,0.739,6,0,0.0,60.89,508.0
110085,Delhi,scheduled,PharmEasy,hospital_adjacent,3613,19,0,0.851,28,0,0,0.418,0.901,0.949,0.061,0,0.853,7,1,0.03,69.05,542.0
600020,Chennai,hyperlocal,Apollo24x7,hospital_adjacent,5978,7,0,0.511,5,0,1,0.841,0.774,0.541,0.608,1,0.202,11,0,0.0,156.91,800.0
400051,Mumbai,same_day,Tata1mg,residential,4318,9,0,0.887,13,1,0,0.46,0.46,0.552,0.34,1,0.903,7,0,0.0,89.34,648.0
380006,Ahmedabad,same_day,Tata1mg,commercial,4455,9,0,0.863,1,0,0,0.256,0.851,0.614,0.054,0,0.514,4,1,0.03,84.16,668.0
226003,Lucknow,same_day,Tata1mg,hospital_adjacent,3521,11,0,0.591,5,0,0,0.569,0.83,0.778,0.044,0,0.168,1,2,0.06,86.54,528.0
302003,Jaipur,scheduled,PharmEasy,residential,3046,20,0,0.358,11,0,0,0.126,0.871,0.575,0.019,0,0.752,7,1,0.03,57.17,457.0
462003,Bhopal,same_day,PharmEasy,commercial,4444,6,0,0.578,2,1,0,0.461,0.74,0.469,0.004,0,0.889,6,1,0.03,91.11,667.0
400051,Mumbai,hyperlocal,PhonePePincode,hospital_adjacent,6593,13,0,0.487,14,0,0,0.439,0.438,0.535,0.309,1,0.307,12,2,0.06,191.29,800.0
226016,Lucknow,hyperlocal,Apollo24x7,hospital_adjacent,5636,12,0,0.588,51,0,0,0.645,0.822,0.781,0.042,0,0.552,10,4,0.12,120.48,800.0
411014,Pune,hyperlocal,Apollo24x7,hospital_adjacent,6648,16,0,0.658,13,0,0,0.444,0.538,0.463,0.026,0,0.328,12,2,0.06,181.15,800.0
462003,Bhopal,scheduled,Tata1mg,hospital_adjacent,2729,24,0,0.802,21,0,0,0.426,0.704,0.435,0.025,0,0.411,3,3,0.09,32.59,409.0
226001,Lucknow,same_day,Tata1mg,residential,4350,8,0,0.68,20,0,0,0.48,0.824,0.754,0.0,0,0.253,2,1,0.03,76.22,652.0
600096,Chennai,hyperlocal,PhonePePincode,residential,6101,14,0,0.907,7,0,1,0.5,0.736,0.483,0.54,0,0.365,12,2,0.06,198.64,800.0
641004,Coimbatore,scheduled,Tata1mg,hospital_adjacent,3031,15,0,0.592,30,1,0,0.296,0.63,0.279,0.193,0,0.599,5,4,0.12,51.27,455.0
751010,Bhubaneswar,scheduled,Tata1mg,residential,4283,18,0,0.636,12,0,0,0.521,0.647,0.354,0.716,0,0.4,11,1,0.03,60.61,642.0
400012,Mumbai,scheduled,Netmeds,hospital_adjacent,3989,19,0,0.851,20,0,1,0.852,0.452,0.606,0.314,0,0.604,10,0,0.0,78.25,598.0
440022,Nagpur,scheduled,PharmEasy,commercial,4147,25,0,0.847,20,0,0,0.403,0.81,0.462,0.035,0,0.4,3,4,0.12,47.05,622.0
110051,Delhi,same_day,PharmEasy,residential,4289,7,0,0.656,50,1,0,0.68,0.939,0.931,0.046,0,0.366,2,0,0.0,84.79,643.0
110018,Delhi,scheduled,Tata1mg,hospital_adjacent,3586,23,0,0.773,1,0,0,0.328,0.88,0.913,0.034,0,0.389,2,0,0.0,66.22,538.0
302017,Jaipur,same_day,Tata1mg,residential,4400,6,0,0.31,22,0,0,0.176,0.855,0.531,0.047,0,0.584,5,2,0.06,74.35,660.0
462003,Bhopal,same_day,Tata1mg,residential,3696,9,0,0.851,7,0,1,0.465,0.725,0.467,0.002,0,0.455,4,3,0.09,85.16,554.0
302017,Jaipur,scheduled,Netmeds,hospital_adjacent,4603,23,0,0.808,1,0,0,0.166,0.863,0.532,0.019,0,0.924,7,0,0.0,64.43,690.0
641001,Coimbatore,same_day,PharmEasy,residential,4934,8,0,0.893,36,0,0,0.213,0.642,0.286,0.216,0,0.852,7,1,0.03,75.24,740.0
751001,Bhubaneswar,same_day,Apollo24x7,residential,5973,9,0,0.772,17,0,0,0.622,0.723,0.398,0.774,1,0.541,5,0,0.0,90.61,800.0
226003,Lucknow,scheduled,Netmeds,residential,3144,16,0,0.633,3,0,1,0.551,0.829,0.773,0.024,0,0.18,2,1,0.03,67.84,472.0
226001,Lucknow,same_day,Tata1mg,residential,3595,7,0,0.56,1,0,0,0.527,0.846,0.776,0.036,0,0.272,3,4,0.12,75.76,539.0
560011,Bengaluru,same_day,Tata1mg,residential,5010,8,0,0.859,11,1,0,0.568,0.298,0.398,0.026,0,0.205,11,1,0.03,74.19,752.0
226010,Lucknow,hyperlocal,Apollo24x7,hospital_adjacent,4420,14,0,0.707,19,0,1,0.441,0.787,0.719,0.023,0,0.188,2,2,0.06,133.35,663.0
560001,Bengaluru,same_day,Tata1mg,residential,5857,9,0,0.711,17,0,0,0.415,0.3,0.391,0.022,0,0.96,6,1,0.03,77.19,800.0
411014,Pune,scheduled,PharmEasy,commercial,3071,19,0,0.756,1,0,0,0.429,0.52,0.445,0.016,0,0.188,2,3,0.09,48.46,461.0
560038,Bengaluru,scheduled,PharmEasy,hospital_adjacent,3623,11,0,0.792,13,0,0,0.733,0.365,0.434,0.055,0,0.821,8,0,0.0,66.21,543.0
560076,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,5214,13,0,0.767,11,0,0,0.776,0.303,0.438,0.004,0,0.352,1,0,0.0,122.14,782.0
400068,Mumbai,same_day,Tata1mg,commercial,4784,11,0,0.754,14,0,0,0.732,0.473,0.585,0.271,0,0.757,8,0,0.0,87.93,718.0
751002,Bhubaneswar,scheduled,Netmeds,industrial,3569,20,0,0.844,21,0,0,0.604,0.674,0.371,0.733,1,0.386,1,1,0.03,62.41,535.0
500001,Hyderabad,hyperlocal,PhonePePincode,residential,4495,18,0,0.762,34,0,0,0.549,0.701,0.56,0.101,0,0.158,2,1,0.03,105.93,674.0
560076,Bengaluru,same_day,PharmEasy,industrial,6229,9,0,0.906,6,0,0,0.759,0.285,0.444,0.019,0,0.645,5,0,0.0,137.8,800.0
440010,Nagpur,scheduled,PharmEasy,hospital_adjacent,3518,24,0,0.871,12,0,0,0.462,0.864,0.532,0.023,0,0.194,11,2,0.06,53.67,528.0
751024,Bhubaneswar,scheduled,Netmeds,residential,4073,20,0,0.656,40,0,0,0.677,0.705,0.401,0.824,1,0.165,12,1,0.03,60.69,611.0
500038,Hyderabad,same_day,PharmEasy,hospital_adjacent,4270,6,0,0.563,8,0,1,0.632,0.738,0.58,0.118,0,0.202,12,0,0.0,106.21,640.0
226016,Lucknow,same_day,Tata1mg,hospital_adjacent,5092,9,0,0.749,3,0,0,0.624,0.859,0.809,0.013,0,0.615,4,1,0.03,100.48,764.0
400022,Mumbai,hyperlocal,PhonePePincode,residential,5552,12,0,0.869,50,1,1,0.61,0.45,0.571,0.311,0,0.809,6,3,0.09,129.44,800.0
600002,Chennai,same_day,Tata1mg,hospital_adjacent,5092,9,0,0.465,6,0,0,0.644,0.755,0.496,0.553,1,0.707,8,1,0.03,104.49,764.0
110085,Delhi,scheduled,Netmeds,residential,3801,16,0,0.879,3,0,0,0.393,0.882,0.892,0.046,0,0.558,4,0,0.0,62.01,570.0
302012,Jaipur,same_day,Tata1mg,industrial,6225,5,0,0.755,18,0,0,0.257,0.918,0.559,0.0,0,0.23,1,4,0.12,111.48,800.0
302003,Jaipur,same_day,Apollo24x7,residential,3229,9,0,0.798,5,1,0,0.249,0.895,0.551,0.034,0,0.981,7,3,0.09,78.83,484.0
411021,Pune,same_day,PharmEasy,residential,6715,12,0,0.554,14,1,0,0.364,0.539,0.437,0.036,0,0.249,11,1,0.03,119.22,800.0
110085,Delhi,same_day,PharmEasy,commercial,5028,8,0,0.793,24,0,0,0.384,0.911,0.933,0.032,0,0.921,9,2,0.06,89.57,754.0
751001,Bhubaneswar,scheduled,Netmeds,residential,3190,19,0,0.914,23,0,0,0.649,0.719,0.446,0.78,1,0.488,10,1,0.03,60.83,478.0
302001,Jaipur,same_day,Tata1mg,commercial,5204,14,0,0.627,22,0,0,0.211,0.895,0.53,0.024,0,0.257,12,0,0.0,77.38,781.0
110085,Delhi,hyperlocal,PhonePePincode,hospital_adjacent,7069,14,0,0.637,17,0,0,0.358,0.88,0.956,0.019,0,0.233,1,0,0.0,203.66,800.0
302003,Jaipur,hyperlocal,Apollo24x7,hospital_adjacent,3907,12,0,0.766,11,0,0,0.183,0.848,0.541,0.03,0,0.404,1,2,0.06,116.81,586.0
345001,Jaisalmer,scheduled,PharmEasy,hospital_adjacent,4310,22,0,0.784,42,1,0,0.056,0.958,0.196,0.025,0,0.428,11,0,0.0,54.63,646.0
560001,Bengaluru,same_day,Apollo24x7,residential,5060,5,0,0.916,69,1,0,0.423,0.296,0.399,0.03,0,0.626,5,0,0.0,75.26,759.0
500001,Hyderabad,hyperlocal,Apollo24x7,hospital_adjacent,5664,14,0,0.934,7,0,0,0.583,0.729,0.555,0.084,0,0.964,8,0,0.0,142.97,800.0
560001,Bengaluru,scheduled,PharmEasy,residential,2823,21,0,0.58,11,0,0,0.382,0.273,0.37,0.043,0,0.375,1,0,0.0,30.34,423.0
302017,Jaipur,scheduled,Netmeds,hospital_adjacent,4339,9,0,0.916,30,0,0,0.168,0.86,0.496,0.056,0,0.181,1,2,0.06,49.3,651.0
462003,Bhopal,same_day,PharmEasy,residential,4810,8,0,0.864,21,0,1,0.49,0.711,0.493,0.054,0,0.471,10,1,0.03,88.2,722.0
700091,Kolkata,same_day,Apollo24x7,residential,4091,7,0,0.63,40,0,1,0.724,0.639,0.713,0.403,0,0.495,10,0,0.0,100.99,614.0
226016,Lucknow,scheduled,PharmEasy,commercial,3437,24,0,0.757,2,0,0,0.642,0.847,0.81,0.02,0,0.857,8,3,0.09,62.49,516.0
302001,Jaipur,same_day,Tata1mg,residential,4499,7,0,0.702,4,0,1,0.241,0.89,0.532,0.027,0,0.565,10,0,0.0,93.68,675.0
700027,Kolkata,hyperlocal,PhonePePincode,commercial,6191,9,0,0.857,1,0,0,0.804,0.624,0.704,0.387,0,0.948,7,1,0.03,228.28,800.0
500038,Hyderabad,same_day,Tata1mg,residential,4591,8,0,0.878,19,1,0,0.645,0.72,0.564,0.11,0,0.843,7,4,0.12,79.38,689.0
462016,Bhopal,same_day,Apollo24x7,residential,3402,8,0,0.445,11,1,1,0.367,0.693,0.455,0.0,0,0.743,10,0,0.0,98.18,510.0
700064,Kolkata,hyperlocal,Apollo24x7,commercial,6185,10,0,0.849,14,1,0,0.874,0.663,0.728,0.443,1,0.315,1,2,0.06,191.89,800.0
560038,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,4037,11,0,0.536,4,0,0,0.691,0.313,0.432,0.041,0,0.204,11,0,0.0,111.14,606.0
302001,Jaipur,scheduled,PharmEasy,commercial,4775,22,0,0.904,26,0,1,0.201,0.874,0.528,0.026,0,0.547,5,4,0.12,55.17,716.0
560008,Bengaluru,scheduled,Netmeds,residential,3297,14,0,0.28,1,1,0,0.576,0.289,0.433,0.053,0,0.518,10,3,0.09,51.36,495.0
440001,Nagpur,same_day,Apollo24x7,residential,4082,7,0,0.909,7,1,0,0.411,0.843,0.502,0.062,0,0.703,9,0,0.0,87.05,612.0
500032,Hyderabad,scheduled,Netmeds,residential,3640,23,0,0.92,1,0,1,0.407,0.707,0.487,0.116,0,0.38,3,0,0.0,61.77,546.0
110001,Delhi,scheduled,PharmEasy,commercial,3631,25,0,0.62,13,1,0,0.428,0.947,0.98,0.012,0,0.162,11,1,0.03,53.96,545.0
226001,Lucknow,same_day,Apollo24x7,residential,5668,5,0,0.664,12,0,0,0.527,0.807,0.775,0.04,0,0.415,1,0,0.0,87.24,800.0
226003,Lucknow,scheduled,PharmEasy,residential,3742,20,0,0.87,55,0,0,0.568,0.867,0.8,0.011,0,0.734,7,0,0.0,59.97,561.0
751001,Bhubaneswar,scheduled,PharmEasy,industrial,4347,22,0,0.882,33,0,1,0.574,0.703,0.415,0.793,1,0.222,1,0,0.0,68.02,652.0
751024,Bhubaneswar,same_day,Tata1mg,hospital_adjacent,5007,10,0,0.867,8,0,0,0.677,0.705,0.427,0.783,1,0.706,7,0,0.0,111.99,751.0
110006,Delhi,same_day,PharmEasy,residential,5677,6,0,0.894,6,0,0,0.814,0.913,1.0,0.045,0,0.709,5,0,0.0,102.6,800.0
110018,Delhi,hyperlocal,PhonePePincode,commercial,5336,14,0,0.789,11,1,1,0.342,0.874,0.972,0.018,0,0.535,10,1,0.03,132.91,800.0
641041,Coimbatore,same_day,Tata1mg,residential,3529,12,0,0.328,12,0,0,0.281,0.654,0.291,0.169,0,0.58,4,1,0.03,75.81,529.0
380015,Ahmedabad,scheduled,Netmeds,industrial,3622,19,0,0.742,32,0,0,0.191,0.835,0.572,0.088,0,0.366,12,3,0.09,50.46,543.0
400068,Mumbai,hyperlocal,Tata1mg,hospital_adjacent,5833,14,0,0.682,27,0,0,0.715,0.451,0.63,0.314,0,0.235,2,1,0.03,122.89,800.0
400068,Mumbai,scheduled,PharmEasy,hospital_adjacent,3731,22,0,0.64,15,0,0,0.763,0.487,0.609,0.285,0,0.647,4,0,0.0,67.34,560.0
400053,Mumbai,hyperlocal,PhonePePincode,commercial,8185,12,0,0.967,21,0,0,0.591,0.448,0.611,0.257,0,0.392,3,0,0.0,187.35,800.0
226016,Lucknow,same_day,PharmEasy,residential,4034,3,1,0.349,2,1,0,0.644,0.837,0.81,0.021,0,0.68,5,4,0.12,81.34,605.0
700046,Kolkata,hyperlocal,PhonePePincode,hospital_adjacent,4791,18,0,0.638,51,0,0,0.895,0.659,0.742,0.453,1,0.974,7,4,0.12,147.9,719.0
641004,Coimbatore,scheduled,PharmEasy,hospital_adjacent,3579,23,0,0.548,26,0,0,0.305,0.604,0.285,0.183,0,0.83,9,2,0.06,61.59,537.0
500001,Hyderabad,hyperlocal,Apollo24x7,hospital_adjacent,5488,17,0,0.816,17,0,1,0.582,0.68,0.512,0.084,0,0.724,6,0,0.0,157.02,800.0
751024,Bhubaneswar,scheduled,PharmEasy,hospital_adjacent,5122,15,0,0.829,14,0,0,0.706,0.715,0.418,0.81,1,0.719,10,2,0.06,70.13,768.0
226016,Lucknow,scheduled,Netmeds,hospital_adjacent,4632,23,0,0.829,61,1,0,0.578,0.844,0.768,0.058,0,0.283,2,4,0.12,50.82,695.0
500008,Hyderabad,same_day,PharmEasy,hospital_adjacent,4668,8,0,0.516,14,0,0,0.701,0.746,0.583,0.094,0,0.286,3,1,0.03,88.55,700.0
500001,Hyderabad,hyperlocal,PhonePePincode,hospital_adjacent,5704,15,0,0.841,4,0,1,0.598,0.726,0.563,0.084,0,0.874,9,0,0.0,163.8,800.0
302017,Jaipur,same_day,Tata1mg,residential,5007,6,0,0.568,20,0,0,0.164,0.868,0.521,0.023,0,0.236,11,1,0.03,71.33,751.0
560001,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,7025,10,0,0.48,2,0,0,0.404,0.248,0.373,0.039,0,0.879,9,1,0.03,195.48,800.0
380015,Ahmedabad,same_day,Tata1mg,hospital_adjacent,5847,9,0,0.61,3,0,0,0.215,0.832,0.576,0.067,0,0.65,10,0,0.0,89.43,800.0
600002,Chennai,hyperlocal,Tata1mg,hospital_adjacent,5995,13,0,0.788,56,1,1,0.699,0.77,0.525,0.532,1,0.581,10,0,0.0,158.0,800.0
380001,Ahmedabad,scheduled,PharmEasy,residential,3462,24,0,0.879,32,0,1,0.262,0.84,0.607,0.076,0,0.299,1,2,0.06,57.83,519.0
110006,Delhi,same_day,Tata1mg,hospital_adjacent,3921,9,0,0.663,2,0,1,0.694,0.913,0.919,0.027,0,0.71,5,4,0.12,109.35,588.0
700012,Kolkata,hyperlocal,PhonePePincode,hospital_adjacent,6415,14,0,0.623,6,0,1,0.781,0.655,0.763,0.405,1,0.367,3,0,0.0,250.0,800.0
560034,Bengaluru,same_day,Apollo24x7,commercial,3631,10,0,0.773,9,0,0,0.551,0.303,0.382,0.073,0,0.983,6,1,0.03,84.72,545.0
600096,Chennai,same_day,Tata1mg,industrial,4801,15,0,0.763,23,1,1,0.462,0.744,0.427,0.529,0,0.946,9,0,0.0,102.46,720.0
751001,Bhubaneswar,same_day,Apollo24x7,hospital_adjacent,4289,13,0,0.532,8,0,0,0.681,0.702,0.403,0.754,1,0.333,11,1,0.03,100.04,643.0
